Annotation Cluster 1	EnrichmentScore:4.81021755101
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
Annotation Cluster 2	EnrichmentScore:2.64198221215
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0009617~response to bacterium	10	6.49350649351	0.000135298754629	33963_AT, 32439_AT, 679_AT, 31793_AT, 1403_S_AT, 1419_G_AT, 31506_S_AT, 37105_AT, 37061_AT, 34623_AT, 34546_AT, 33979_AT	136	193	13528	5.15391648888	0.174359638684	0.0913524548454	0.223002672601
SP_PIR_KEYWORDS	antibiotic	6	3.8961038961	0.000172337154581	33963_AT, 679_AT, 31793_AT, 31506_S_AT, 37105_AT, 34623_AT, 34546_AT, 33979_AT	148	68	19235	11.4676073132	0.053985465648	0.00789684706659	0.232527767735
SP_PIR_KEYWORDS	Antimicrobial	6	3.8961038961	0.000211337998104	33963_AT, 679_AT, 31793_AT, 31506_S_AT, 37105_AT, 34623_AT, 34546_AT, 33979_AT	148	71	19235	10.9830605253	0.0657937374313	0.00847116912657	0.285080557997
INTERPRO	IPR002366:Defensin propeptide	3	1.94805194805	0.00070944642338	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	143	5	16659	69.8979020979	0.247142475693	0.247142475693	0.985007935358
INTERPRO	IPR006081:Alpha defensin	3	1.94805194805	0.00070944642338	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	143	5	16659	69.8979020979	0.247142475693	0.247142475693	0.985007935358
INTERPRO	IPR016327:Alpha-defensin	3	1.94805194805	0.00070944642338	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	143	5	16659	69.8979020979	0.247142475693	0.247142475693	0.985007935358
GOTERM_BP_FAT	GO:0042742~defense response to bacterium	7	4.54545454545	0.000889960587337	33963_AT, 679_AT, 31793_AT, 1419_G_AT, 31506_S_AT, 37105_AT, 34623_AT, 34546_AT, 33979_AT	136	112	13528	6.21691176471	0.716557296905	0.34311638824	1.45830911571
PIR_SUPERFAMILY	PIRSF001875:alpha-defensin	3	1.94805194805	0.00121734746731	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	84	5	7396	52.8285714286	0.115760205781	0.115760205781	1.34539963306
INTERPRO	IPR006080:Mammalian defensin	3	1.94805194805	0.00195333230451	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	143	8	16659	43.6861888112	0.542554267325	0.229487195658	2.69033193679
SMART	SM00048:DEFSN	3	1.94805194805	0.00279228468973	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	94	8	9079	36.2194148936	0.254425331494	0.254425331494	3.08353904208
SP_PIR_KEYWORDS	fungicide	3	1.94805194805	0.00304946233319	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	148	11	19235	35.4453316953	0.625972927001	0.0596133829387	4.04131892208
GOTERM_BP_FAT	GO:0050832~defense response to fungus	3	1.94805194805	0.00717465076369	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	136	13	13528	22.9547511312	0.999962677921	0.677895937014	11.2019123643
GOTERM_BP_FAT	GO:0031640~killing of cells of another organism	3	1.94805194805	0.00831602379657	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	136	14	13528	21.3151260504	0.999992678721	0.658693726923	12.8713298429
GOTERM_BP_FAT	GO:0001906~cell killing	3	1.94805194805	0.0236368277072	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	136	24	13528	12.4338235294	1.0	0.847677989649	32.6104105536
GOTERM_BP_FAT	GO:0009620~response to fungus	3	1.94805194805	0.0236368277072	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	136	24	13528	12.4338235294	1.0	0.847677989649	32.6104105536
SP_PIR_KEYWORDS	homodimer	4	2.5974025974	0.0308232947711	36328_AT, 31793_AT, 31506_S_AT, 34623_AT, 34546_AT	148	89	19235	5.84117825691	0.999958144225	0.277619019583	34.4846956421
SP_PIR_KEYWORDS	defensin	3	1.94805194805	0.0374433688869	31793_AT, 31506_S_AT, 34623_AT, 34546_AT	148	40	19235	9.74746621622	0.99999539462	0.318874647719	40.2777272409
Annotation Cluster 3	EnrichmentScore:2.46822949759
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0006952~defense response	18	11.6883116883	0.000131626380105	33963_AT, 34636_AT, 37454_AT, 31793_AT, 33284_AT, 1403_S_AT, 37968_AT, 32250_AT, 34623_AT, 1910_S_AT, 34546_AT, 679_AT, 35956_S_AT, 36703_AT, 37898_R_AT, 1419_G_AT, 31506_S_AT, 1372_AT, 37105_AT, 33979_AT	136	615	13528	2.91133428981	0.170054482376	0.170054482376	0.216955949192
GOTERM_BP_FAT	GO:0009611~response to wounding	13	8.44155844156	0.00674821777236	33963_AT, 38236_AT, 34636_AT, 37454_AT, 1403_S_AT, 37968_AT, 32250_AT, 1901_S_AT, 1910_S_AT, 36703_AT, 919_AT, 1372_AT, 37954_AT	136	530	13528	2.43984461709	0.999931444256	0.745815466766	10.5705199815
GOTERM_BP_FAT	GO:0006954~inflammatory response	8	5.19480519481	0.0443383451819	33963_AT, 36703_AT, 34636_AT, 37454_AT, 1403_S_AT, 32250_AT, 37968_AT, 1372_AT	136	325	13528	2.44850678733	1.0	0.907303647313	52.6818342974
Annotation Cluster 4	EnrichmentScore:2.34223945911
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_FAT	GO:0019825~oxygen binding	6	3.8961038961	3.83291367833e-05	38229_AT, 33516_AT, 1391_S_AT, 31687_F_AT, 31525_S_AT, 37166_AT	117	43	12983	15.4836016696	0.0140441699901	0.0140441699901	0.0528208503966
SP_PIR_KEYWORDS	heme	8	5.19480519481	4.02753043189e-05	34453_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT	148	121	19235	8.59280768372	0.0128851752236	0.00431363913512	0.0543867799893
SP_PIR_KEYWORDS	iron	11	7.14285714286	6.94724108379e-05	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT, 37166_AT	148	285	19235	5.01623992413	0.0221225204988	0.00557711318215	0.0937967080143
GOTERM_MF_FAT	GO:0020037~heme binding	8	5.19480519481	0.000103365975044	34453_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT	117	121	12983	7.33658260931	0.0374256954063	0.0188912880859	0.14238801264
SP_PIR_KEYWORDS	chromoprotein	6	3.8961038961	0.000110984055416	38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 31687_F_AT, 31525_S_AT	148	62	19235	12.5773757629	0.035107756941	0.00593877022384	0.149803889478
GOTERM_MF_FAT	GO:0046906~tetrapyrrole binding	8	5.19480519481	0.000154313090107	34453_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT	117	129	12983	6.88160074207	0.0553548494905	0.0188029515498	0.212499144126
SP_PIR_KEYWORDS	metalloprotein	7	4.54545454545	0.000383127866033	34636_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 31687_F_AT, 31525_S_AT	148	124	19235	7.33680252833	0.116081850418	0.0102298827681	0.516258702071
GOTERM_MF_FAT	GO:0005506~iron ion binding	11	7.14285714286	0.000432376206818	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 33516_AT, 1391_S_AT, 1419_G_AT, 31687_F_AT, 31525_S_AT, 37166_AT	117	308	12983	3.96306471306	0.147499362808	0.039109990327	0.594353214124
SP_PIR_KEYWORDS	oxygen carrier	3	1.94805194805	0.00157599968077	33516_AT, 31687_F_AT, 31525_S_AT	148	8	19235	48.7373310811	0.398225329735	0.0383138151799	2.10787360071
SP_PIR_KEYWORDS	heterotetramer	5	3.24675324675	0.00192601952695	31512_AT, 33516_AT, 31687_F_AT, 31525_S_AT, 35566_F_AT	148	69	19235	9.4178417548	0.46247300307	0.0433724649039	2.57040096911
SP_PIR_KEYWORDS	blood	3	1.94805194805	0.00304946233319	33516_AT, 31687_F_AT, 31525_S_AT	148	11	19235	35.4453316953	0.625972927001	0.0596133829387	4.04131892208
PIR_SUPERFAMILY	PIRSF500045:hemoglobin, vertebrate type	3	1.94805194805	0.00333467811637	33516_AT, 31687_F_AT, 31525_S_AT	84	8	7396	33.0178571429	0.286351907118	0.155223051402	3.64626778154
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme distal ligand)	3	1.94805194805	0.00358904269106	33516_AT, 31687_F_AT, 31525_S_AT	146	12	19113	32.727739726	0.90304212694	0.283483568539	5.22581432554
SP_PIR_KEYWORDS	oxygen transport	3	1.94805194805	0.00364106115327	33516_AT, 31687_F_AT, 31525_S_AT	148	12	19235	32.4915540541	0.69104551669	0.066759034692	4.80760493407
INTERPRO	IPR000971:Globin, subset	3	1.94805194805	0.00450245585415	33516_AT, 31687_F_AT, 31525_S_AT	143	12	16659	29.1241258741	0.835533598288	0.25980491249	6.10023700082
INTERPRO	IPR012292:Globin	3	1.94805194805	0.00450245585415	33516_AT, 31687_F_AT, 31525_S_AT	143	12	16659	29.1241258741	0.835533598288	0.25980491249	6.10023700082
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme proximal ligand)	3	1.94805194805	0.00562536747233	33516_AT, 31687_F_AT, 31525_S_AT	146	15	19113	26.1821917808	0.974297599515	0.367228790726	8.07634634418
GOTERM_CC_FAT	GO:0005833~hemoglobin complex	3	1.94805194805	0.00569164263746	33516_AT, 31687_F_AT, 31525_S_AT	124	12	12782	25.7701612903	0.69840172711	0.258933446803	6.95751161365
GOTERM_MF_FAT	GO:0005344~oxygen transporter activity	3	1.94805194805	0.00578866094839	33516_AT, 31687_F_AT, 31525_S_AT	117	13	12983	25.607495069	0.8826063179	0.348478210363	7.69059174591
PIR_SUPERFAMILY	PIRSF036518:globin	3	1.94805194805	0.00640860788278	33516_AT, 31687_F_AT, 31525_S_AT	84	11	7396	24.012987013	0.477616009748	0.194627827788	6.89980942789
GOTERM_BP_FAT	GO:0015671~oxygen transport	3	1.94805194805	0.00717465076369	33516_AT, 31687_F_AT, 31525_S_AT	136	13	13528	22.9547511312	0.999962677921	0.677895937014	11.2019123643
SP_PIR_KEYWORDS	erythrocyte	3	1.94805194805	0.0100710030944	33516_AT, 31687_F_AT, 31525_S_AT	148	20	19235	19.4949324324	0.961584832437	0.126986524899	12.7785780058
GOTERM_BP_FAT	GO:0015669~gas transport	3	1.94805194805	0.0136226288532	33516_AT, 31687_F_AT, 31525_S_AT	136	18	13528	16.5784313725	0.999999996327	0.726051657729	20.253073481
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme axial ligand)	4	2.5974025974	0.0385905358425	38229_AT, 33284_AT, 1391_S_AT, 1419_G_AT	146	98	19113	5.34330444507	0.999999999992	0.777411476269	44.4276434027
INTERPRO	IPR002401:Cytochrome P450, E-class, group I	3	1.94805194805	0.0654228686963	34453_AT, 38229_AT, 1391_S_AT	143	49	16659	7.13243898958	0.999999999998	0.875304504955	61.0830875316
INTERPRO	IPR017973:Cytochrome P450, C-terminal region	3	1.94805194805	0.0824792599918	34453_AT, 38229_AT, 1391_S_AT	143	56	16659	6.24088411588	1.0	0.883748852068	69.9001570175
INTERPRO	IPR001128:Cytochrome P450	3	1.94805194805	0.0953987113417	34453_AT, 38229_AT, 1391_S_AT	143	61	16659	5.72933623753	1.0	0.905493086766	75.301960093
SP_PIR_KEYWORDS	Monooxygenase	3	1.94805194805	0.119831010303	34453_AT, 38229_AT, 1391_S_AT	148	78	19235	4.9987006237	1.0	0.582920771424	82.1661461638
GOTERM_MF_FAT	GO:0009055~electron carrier activity	5	3.24675324675	0.135904794822	34453_AT, 38229_AT, 1391_S_AT, 1419_G_AT, 37166_AT	117	221	12983	2.51053873226	1.0	0.874205214053	86.6478883821
SP_PIR_KEYWORDS	oxidoreductase	8	5.19480519481	0.139794175335	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 1391_S_AT, 1419_G_AT, 37166_AT	148	562	19235	1.85005289987	1.0	0.628255797302	86.9183004808
GOTERM_CC_FAT	GO:0044445~cytosolic part	4	2.5974025974	0.180379339005	33516_AT, 31687_F_AT, 31525_S_AT, 35373_AT	124	152	12782	2.71264855688	1.0	0.926519977522	91.8982138149
GOTERM_BP_FAT	GO:0055114~oxidation reduction	8	5.19480519481	0.455689237067	32073_AT, 34453_AT, 34636_AT, 38229_AT, 33284_AT, 1391_S_AT, 1419_G_AT, 37166_AT	136	639	13528	1.24532817822	1.0	0.992294951524	99.9956187476
Annotation Cluster 5	EnrichmentScore:1.92892581031
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	Immunoglobulin domain	13	8.44155844156	0.000268388979131	35038_AT, 32469_AT, 33530_AT, 33077_AT, 1112_G_AT, 37968_AT, 1355_G_AT, 1786_AT, 31987_AT, 31512_AT, 35090_G_AT, 35956_S_AT, 35091_AT, 35566_F_AT	148	470	19235	3.59481023577	0.0828028640561	0.00782674216666	0.361909345234
UP_SEQ_FEATURE	domain:Ig-like C2-type 1	8	5.19480519481	0.000626392879135	35038_AT, 31987_AT, 33530_AT, 33077_AT, 35956_S_AT, 1112_G_AT, 1355_G_AT, 1786_AT	146	190	19113	5.51204037491	0.334127025214	0.126766349793	0.931002841198
UP_SEQ_FEATURE	domain:Ig-like C2-type 2	8	5.19480519481	0.00064449624446	35038_AT, 31987_AT, 33530_AT, 33077_AT, 35956_S_AT, 1112_G_AT, 1355_G_AT, 1786_AT	146	191	19113	5.48318152478	0.341909559752	0.0993181825057	0.957789102066
INTERPRO	IPR013151:Immunoglobulin	8	5.19480519481	0.00173976478916	35038_AT, 31987_AT, 33530_AT, 33077_AT, 35956_S_AT, 1112_G_AT, 1786_AT, 35566_F_AT	143	202	16659	4.61372291075	0.501679569933	0.294081853139	2.39949078456
INTERPRO	IPR013783:Immunoglobulin-like fold	13	8.44155844156	0.00276141182065	35038_AT, 32469_AT, 33530_AT, 33077_AT, 1112_G_AT, 37968_AT, 1355_G_AT, 1786_AT, 31987_AT, 31512_AT, 35090_G_AT, 35956_S_AT, 35091_AT, 35566_F_AT	143	553	16659	2.73861581457	0.669150807999	0.241583942331	3.78352764624
INTERPRO	IPR007110:Immunoglobulin-like	12	7.79220779221	0.00377578013268	35038_AT, 31987_AT, 31512_AT, 33530_AT, 35090_G_AT, 33077_AT, 35956_S_AT, 35091_AT, 1112_G_AT, 37968_AT, 1355_G_AT, 1786_AT, 35566_F_AT	143	501	16659	2.79033541309	0.779789319853	0.261130608728	5.13965989455
SP_PIR_KEYWORDS	cell adhesion	10	6.49350649351	0.00521178872569	35038_AT, 40350_AT, 38926_AT, 35903_AT, 33077_AT, 1112_G_AT, 39511_AT, 38508_S_AT, 35169_AT, 1372_AT	148	422	19235	3.07976815678	0.814107071739	0.084749128724	6.81473017016
INTERPRO	IPR013098:Immunoglobulin I-set	6	3.8961038961	0.00658008565617	35038_AT, 31987_AT, 35090_G_AT, 33077_AT, 35091_AT, 1112_G_AT, 1355_G_AT	143	138	16659	5.06506536941	0.928690943731	0.314253614783	8.79702893922
INTERPRO	IPR003598:Immunoglobulin subtype 2	7	4.54545454545	0.0082876632013	35038_AT, 31987_AT, 35090_G_AT, 33077_AT, 35956_S_AT, 35091_AT, 1112_G_AT, 1355_G_AT	143	205	16659	3.97792938769	0.964166738564	0.340392185355	10.9594668928
UP_SEQ_FEATURE	domain:Ig-like C2-type 5	4	2.5974025974	0.00841240938958	35038_AT, 31987_AT, 33077_AT, 1112_G_AT	146	55	19113	9.52079701121	0.995842110743	0.456211117733	11.8482564135
UP_SEQ_FEATURE	domain:Ig-like C2-type 3	5	3.24675324675	0.0140062284446	35038_AT, 31987_AT, 33077_AT, 35956_S_AT, 1112_G_AT	146	122	19113	5.36520323377	0.99989423613	0.564912985925	18.9870465494
UP_SEQ_FEATURE	domain:Fibronectin type-III 2	5	3.24675324675	0.0172978896983	35038_AT, 33077_AT, 1112_G_AT, 38508_S_AT, 1786_AT	146	130	19113	5.03503688093	0.999987927263	0.581517438286	22.9318411195
UP_SEQ_FEATURE	domain:Fibronectin type-III 1	5	3.24675324675	0.017740134987	35038_AT, 33077_AT, 1112_G_AT, 38508_S_AT, 1786_AT	146	131	19113	4.99660148489	0.999990985678	0.563847790039	23.4479643669
SMART	SM00408:IGc2	7	4.54545454545	0.0184889014516	35038_AT, 31987_AT, 35090_G_AT, 33077_AT, 35956_S_AT, 35091_AT, 1112_G_AT, 1355_G_AT	94	205	9079	3.29802802283	0.859071913951	0.624596102779	18.8634872182
INTERPRO	IPR013106:Immunoglobulin V-set	7	4.54545454545	0.0199623981695	31987_AT, 31512_AT, 32469_AT, 33530_AT, 35956_S_AT, 37968_AT, 35566_F_AT	143	249	16659	3.27500210633	0.999685880018	0.553615037016	24.5162954458
UP_SEQ_FEATURE	domain:Ig-like C2-type 4	4	2.5974025974	0.0200969484706	35038_AT, 31987_AT, 33077_AT, 1112_G_AT	146	76	19113	6.89005046864	0.999998103999	0.58454636402	26.1445300486
INTERPRO	IPR003599:Immunoglobulin subtype	8	5.19480519481	0.0230911016278	35038_AT, 31987_AT, 32469_AT, 33530_AT, 33077_AT, 35956_S_AT, 37968_AT, 1786_AT	143	330	16659	2.82415766052	0.999912576902	0.572381065986	27.8088587936
SMART	SM00409:IG	8	5.19480519481	0.0521162454282	35038_AT, 31987_AT, 32469_AT, 33530_AT, 33077_AT, 35956_S_AT, 37968_AT, 1786_AT	94	330	9079	2.34145712444	0.996375205314	0.846387058951	45.0929611894
INTERPRO	IPR008957:Fibronectin, type III-like fold	5	3.24675324675	0.0726278868579	35038_AT, 33077_AT, 1112_G_AT, 38508_S_AT, 1786_AT	143	184	16659	3.16566585588	1.0	0.884015242513	65.0652765016
INTERPRO	IPR003961:Fibronectin, type III	5	3.24675324675	0.0795855953216	35038_AT, 33077_AT, 1112_G_AT, 38508_S_AT, 1786_AT	143	190	16659	3.06569746043	1.0	0.890463838953	68.5487119852
SMART	SM00060:FN3	5	3.24675324675	0.13036533198	35038_AT, 33077_AT, 1112_G_AT, 38508_S_AT, 1786_AT	94	190	9079	2.54171332587	0.999999573058	0.946780138944	79.0831008035
UP_SEQ_FEATURE	domain:Fibronectin type-III 3	3	1.94805194805	0.131013028162	35038_AT, 33077_AT, 38508_S_AT	146	83	19113	4.73172140617	1.0	0.986961744484	87.70868599
UP_SEQ_FEATURE	domain:Ig-like V-type	3	1.94805194805	0.242280123118	32469_AT, 33530_AT, 35956_S_AT	146	124	19113	3.16720061865	1.0	0.997526162826	98.4102751978
Annotation Cluster 6	EnrichmentScore:1.64428202284
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	cell adhesion	10	6.49350649351	0.00521178872569	35038_AT, 40350_AT, 38926_AT, 35903_AT, 33077_AT, 1112_G_AT, 39511_AT, 38508_S_AT, 35169_AT, 1372_AT	148	422	19235	3.07976815678	0.814107071739	0.084749128724	6.81473017016
